0,1,2,3,4,5,/llama-instruct-12379_correct,/llama-instruct-12379_choiceA_probs,/llama-instruct-12379_choiceB_probs,/llama-instruct-12379_choiceC_probs,/llama-instruct-12379_choiceD_probs
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.1810677,0.34143066,0.27094832,0.20655325
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.25188345,0.25233114,0.22707689,0.2687086
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.19215596,0.38916054,0.23257126,0.1861122
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.23241729,0.3536351,0.23608455,0.17786299
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.23138466,0.35460594,0.23936975,0.17463964
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.16095442,0.39268166,0.3302381,0.11612586
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.15109707,0.30418298,0.31362996,0.23109
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.2773355,0.4421702,0.148137,0.13235725
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,True,0.30922145,0.31922042,0.242465,0.12909311
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.17751071,0.3076367,0.319296,0.19555661
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,True,0.32550487,0.31151673,0.26205584,0.10092252
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.21522005,0.2746371,0.3003634,0.20977946
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.22636569,0.44929326,0.20351872,0.12082235
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.29472747,0.33282536,0.19656165,0.17588545
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,False,0.2713867,0.35690534,0.23394462,0.1377634
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,True,0.22380027,0.30521682,0.28881478,0.18216814
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.21258153,0.32335833,0.30506125,0.15899892
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.2134604,0.30407488,0.2858443,0.19662042
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,True,0.15511158,0.2508047,0.28598908,0.30809462
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.20768511,0.2607311,0.3220361,0.20954768
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.1486403,0.39188254,0.29135406,0.16812308
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.3244798,0.2508782,0.23200275,0.1926392
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.15140335,0.23938555,0.37014085,0.23907025
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.20495929,0.34549445,0.2756477,0.17389856
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.25517318,0.3969969,0.18754306,0.16028686
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.24427909,0.28205353,0.24802656,0.22564088
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.28085214,0.29830596,0.2653583,0.15548368
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,False,0.1995805,0.2835475,0.2415394,0.27533257
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.29159316,0.3614705,0.24492723,0.10200917
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.18608461,0.36112028,0.29240397,0.1603911
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.29406863,0.2370451,0.31278855,0.15609767
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,True,0.2892385,0.34794194,0.22589424,0.13692531
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.332209,0.41849226,0.19250083,0.05679785
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.28339425,0.30216974,0.2617666,0.15266934
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,True,0.18088847,0.2851502,0.36386427,0.17009698
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.33392385,0.26323056,0.19163056,0.21121499
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.17551218,0.34783542,0.29739797,0.17925432
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.2992192,0.3289886,0.28772005,0.08407217
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,True,0.1904423,0.21390776,0.27032948,0.32532045
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,True,0.24051625,0.27131397,0.2994775,0.18869229
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.08231858,0.21914014,0.462387,0.23615426
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,True,0.22983298,0.40170488,0.23465854,0.13380365
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.24510637,0.3472784,0.25449383,0.15312144
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.24220125,0.3294273,0.31231222,0.11605926
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.26016927,0.33094624,0.27850986,0.1303747
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.21421257,0.42781618,0.20958906,0.14838213
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,False,0.30152124,0.18335688,0.24753499,0.26758686
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.33231077,0.27789393,0.24820615,0.14158905
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.30891776,0.27905253,0.24041153,0.1716182
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.23695637,0.24539152,0.33026454,0.18738751
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.3225681,0.3101604,0.25386068,0.1134108
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.25669447,0.32653487,0.27664068,0.14012998
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,True,0.29044807,0.30405506,0.263326,0.14217082
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.1880238,0.35598734,0.28758106,0.16840783
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.18474711,0.29486546,0.3142996,0.20608772
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,False,0.28814092,0.29950944,0.3057093,0.10664032
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.16934104,0.2997521,0.31658077,0.21432614
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,True,0.27789345,0.27953237,0.27600604,0.16656816
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.35873562,0.30132377,0.24307875,0.09686189
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.27581847,0.30889025,0.26326415,0.15202712
