0,1,2,3,4,5,/rlhf-fixed-llama-instruct-bs-16_correct,/rlhf-fixed-llama-instruct-bs-16_choiceA_probs,/rlhf-fixed-llama-instruct-bs-16_choiceB_probs,/rlhf-fixed-llama-instruct-bs-16_choiceC_probs,/rlhf-fixed-llama-instruct-bs-16_choiceD_probs
"Compared with a sound of 60 decibels, a sound of 80 decibels has an intensity",10 times greater,100 times greater,1000 times greater,more than 1000 times greater,B,True,0.25317037,0.32401,0.27972835,0.14309134
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,False,0.28908536,0.3195754,0.25930354,0.13203573
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.18557264,0.32332635,0.27787012,0.21323091
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,False,0.27940705,0.25514552,0.2235702,0.24187723
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.22060005,0.3706347,0.23708452,0.17168066
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.22463913,0.33421883,0.2606108,0.18053119
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.2182163,0.349064,0.26335064,0.16936909
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.15601458,0.35333014,0.38707554,0.10357983
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.16994128,0.26361766,0.3133351,0.25310603
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.30325824,0.44403008,0.14834982,0.1043618
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,True,0.30886373,0.31158912,0.24768953,0.13185765
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.19008383,0.28959236,0.33113512,0.18918861
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,True,0.34979698,0.2943334,0.2527131,0.10315651
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.23873632,0.24891168,0.30607843,0.20627357
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.2636613,0.42848155,0.19323567,0.114621416
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.30324844,0.33336595,0.19396353,0.16942212
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,False,0.2665324,0.3318555,0.2531828,0.1484294
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,False,0.23255777,0.276971,0.29472053,0.19575074
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.22309095,0.2716937,0.3247719,0.18044347
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.2210104,0.29533592,0.2680461,0.21560758
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,True,0.19426136,0.24263248,0.2727397,0.29036647
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.22149895,0.24131282,0.346579,0.19060928
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.17393458,0.40909904,0.27130306,0.14566329
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.31407946,0.24722493,0.24564326,0.19305232
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.16603503,0.24474584,0.37438416,0.21483497
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.21426693,0.31629714,0.2808696,0.18856621
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.2727314,0.4142089,0.17598891,0.13707076
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.23976244,0.2902216,0.25083697,0.219179
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,True,0.28442606,0.29573825,0.2561208,0.16371484
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,False,0.23394682,0.26641488,0.23176965,0.26786858
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.2797742,0.35307527,0.2580421,0.1091084
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,True,0.19033231,0.32227147,0.3262868,0.16110954
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.3130701,0.23669934,0.32459646,0.12563407
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,True,0.28312492,0.31552896,0.23888302,0.16246314
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,True,0.37312797,0.38976443,0.18183245,0.055275183
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,True,0.3042773,0.31240994,0.24513014,0.13818255
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,True,0.19117357,0.2676862,0.37327874,0.16786142
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.33532843,0.23619868,0.20797242,0.22050051
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.19598617,0.35710615,0.27233037,0.17457724
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,False,0.3054717,0.29604906,0.3060117,0.092467524
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,True,0.22196183,0.22157858,0.26396352,0.29249603
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,False,0.2840645,0.25181317,0.2664877,0.1976346
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.11363692,0.21306273,0.46109018,0.21221022
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,True,0.23874359,0.37460977,0.25545973,0.131187
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.26576707,0.32375804,0.2652581,0.14521672
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,False,0.26161972,0.3006897,0.32013136,0.11755923
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.27322254,0.32354268,0.27671382,0.12652099
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.22135904,0.4074127,0.21316007,0.15806818
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,False,0.31931233,0.16835278,0.24066164,0.27167326
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.31679797,0.25864536,0.2662557,0.15830106
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.34505856,0.26217896,0.23327978,0.15948279
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.2792061,0.23168202,0.31226212,0.17684974
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,False,0.3191276,0.27747446,0.27951583,0.12388213
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.271861,0.33604112,0.26569507,0.12640275
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,True,0.29146215,0.2940127,0.27332383,0.14120127
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.21317905,0.31342673,0.28124774,0.19214651
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.20332588,0.29097545,0.30791867,0.19778
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,False,0.28706688,0.2835439,0.3176353,0.111753836
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.18145905,0.25971746,0.3653568,0.19346674
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,False,0.29419774,0.28534046,0.26685068,0.15361112
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.36745837,0.28200892,0.25629792,0.09423477
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.27080467,0.29365253,0.28289562,0.15264714
