0,1,2,3,4,5,/rlhf-fixed-llama-v3-bs-16_correct,/rlhf-fixed-llama-v3-bs-16_choiceA_probs,/rlhf-fixed-llama-v3-bs-16_choiceB_probs,/rlhf-fixed-llama-v3-bs-16_choiceC_probs,/rlhf-fixed-llama-v3-bs-16_choiceD_probs
How much kale would be needed to provide enough calories for a person for an entire year?,2*10^3 kg/yr,2*10^4 kg/yr,2*10^5 kg/yr,2*10^6 kg/yr,A,False,0.28657487,0.33414078,0.16702762,0.21225673
How long has the average United States citizen spent as president?,1 seconds,10 seconds,1 minute,10 minutes,B,True,0.241245,0.33305877,0.16162786,0.26406837
What is the proletariat?,the homeless,the royalty,the upper class,the working class,D,False,0.18735462,0.40787828,0.06446436,0.3403027
According to the proverb necessity is the mother of what?,Invention,Luck,Problems,Procrastination,A,True,0.33716395,0.29858026,0.117549814,0.24670593
What rank entitles a general in the US Army to wear three stars?,brigadier general,corporal general,lieutenant general,major general,C,False,0.42844275,0.33742452,0.10428271,0.12985002
What is another way of writing-'six feet'?,6',6,6'',6#,A,False,0.32379043,0.32561868,0.091999605,0.2585913
"In construction, the plates are horizontal structures at the top and bottom of a wall. Which of the following are the vertical structures?",Rafters,Studs,Headers,Joists,B,False,0.38068926,0.34427983,0.068013534,0.20701744
What part of the world was once known as Cathay?,China,India,Iran,Indonesia,A,False,0.36695218,0.420513,0.09956485,0.112969905
What is a shaddock?,a fish the offspring of a male shad and a female haddock,"a crystal such as quartz, that sticks out from a mineral vein",a plant that is a member of the nightshade family,a grapefruit,D,True,0.25510833,0.25374904,0.19696932,0.2941733
How many innings are there in a regular Major League Baseball game?,seven,eight,nine,ten,C,False,0.3880005,0.49370354,0.037423883,0.08087206
"Which of the following statements is correct about a trophic structure in which a leaf-eating grasshopper is eaten by a frog, which in turn is eaten by a snake?",The frog is a herbivore.,The snake is a secondary consumer.,The grasshopper is a primary consumer.,The snakes outnumber the grasshoppers in the community.,C,False,0.2720589,0.29127875,0.18678035,0.24988206
"People who believe their political views are important, that government will respect these views, and that their views can influence political affairs are said to have a strong sense of",political partisanship,political alienation,political allegiance,political efficacy,D,False,0.36065835,0.30227965,0.12999323,0.20706877
What was the average life expectancy of white males born in the U.S. just before the Civil War?,40 years,50 years,60 years,70 years,A,False,0.3274675,0.37698254,0.10170683,0.19384313
"What does the Yiddish word""'meshuga' mean?",crazy,sacred,stingy,sweet,A,True,0.44376576,0.24850261,0.107641704,0.20008996
What is the last letter of the Greek alphabet?,omicron,omega,upsilon,zeta,B,True,0.2814191,0.49717805,0.05628446,0.1651184
An elementary school student is able to follow fast and slow songs by playing appropriate rhythm patterns on the drum. Which of the following attributes of music does the student understand?,Dynamics,Pitch,Tempo,Harmony,C,False,0.25190735,0.31190294,0.16587584,0.27031383
When FDR carried states in the presidential election of 1932 how many states did he not carry?,six,seven,eight,ten,A,True,0.35846758,0.35116762,0.073090814,0.217274
Which of these is a member of the cucumber family?,green pepper,watermelon,potato,green bean,B,True,0.30153528,0.3361637,0.11391695,0.24838413
"I became what I am today at the age of twelve, on a frigid overcast day in the winter of 1975. I remember the precise moment, crouching behind a crumbling mud wall, peeking into the alley near the frozen creek. That was a long time ago, but it's wrong what they say about the past, I've learned, about how you can bury it. Because the past claws its way out. Looking back now, I realize I have been peeking into that deserted alley for the last twenty-six years. The excerpt is an example of which of the following types of writing?",Informative,Persuasive,Descriptive,Narrative,D,False,0.24152513,0.27744442,0.25035486,0.23067555
Which of the following defenses may NOT be used to legally avoid payment on a negotiable instrument?,Breach of contract,Diminished economic resources,Fraud in the inducement,Mental incapacity,B,True,0.28522053,0.30886728,0.12082158,0.28509054
"Simple accompaniments, light texture and smooth melodies are qualities of",galant style,partitas,Sturm und Drang,serenade,A,True,0.33740318,0.29560977,0.110638425,0.2563486
Which of the following is true about a monopoly?,It competes with many firms selling the same product in the market.,It has to lower its price on all units to sell more output.,Its marginal revenue increases as output sold increases.,It sets a price below average variable cost to drive its competitors out of the market.,B,False,0.27319032,0.2583807,0.17716919,0.29125977
Which of these names has never belonged to a Pope?,Leo,Lando,Linus,Lawrence,D,False,0.30080965,0.30965474,0.14161217,0.24792351
Which of the following best helps explain why some localities have normally large tidal ranges (up to 60 feet) and others have one- to two-foot tidal ranges?,The position of the Sun is different at different localities.,The Coriolis effect and rotation of Earth tend to enhance tidal flow in the higher latitudes.,Ocean floor topography and the shape of the coastline serve to amplify tidal flow at specific localities.,Trade winds push the water into large tidal bulges near rocky shorelines.,C,False,0.27352285,0.3403625,0.17506397,0.21105067
"Which of these is typically not ""used as a spice?",Dill,Thyme,Hemlock,Marjoram,C,False,0.31469968,0.32470667,0.09513812,0.26545545
Who is the patron saint of animals?,St Isidore of Seville,St Anthony of Padua,St Francis of Assisi,St Joan of Arc,C,False,0.26228648,0.41810742,0.18778086,0.13182533
The dissolved salts in Earth's oceans are principally derived from,marine biological activity,atmospheric deposition,the weathering of continental rocks,the eruptions of undersea hot-spot volcanoes,C,False,0.24921393,0.32122067,0.16293986,0.26662552
What is the baseball term for a batter who substitutes for another batter?,Switchhitter,Shadow hitter,Clip hitter,Pinch hitter,D,False,0.27345106,0.42311105,0.10275737,0.20068057
In 1960 Nazi official Adolph Eichmann was finally captured in what country?,Brazil,East Germany,Argentina,Paraguay,C,False,0.032762572,0.43788543,0.121674806,0.40767714
What is the square root of 81 squared?,9,27,81,729,C,False,0.24996163,0.3497592,0.18491472,0.21536452
Which of the following has provided evidence that the Sun's atmosphere contains sodium atoms?,Absorption lines in the solar spectrum are consistent with the presence of sodium.,Stars with the same spectral class as the Sun are made mostly of sodium.,Solar samples returned to Earth by the Voyager spacecraft contained sodium.,The Sun gives off energy produced by the nuclear fusion of sodium in its core,A,True,0.30353433,0.29583186,0.16222095,0.23841275
What letters are on the '3' button of a touch-tone telephone?,ABC,DEF,GHI,WXY,B,False,0.3628788,0.26424906,0.10250315,0.27036905
"To best encourage student engagement in the classroom, a teacher should select texts based on which of the following?",The instructional objectives,The culture of the local community,The instructional reading level of the class,Topics that are interesting for the students,D,False,0.26727715,0.27801016,0.18012378,0.2745889
When born a Dalmatian puppy is always?,Black,black with white spots,white,white with black spots,C,False,0.38624704,0.3965312,0.08251295,0.13470878
Which of these countries is not in Europe?,Italy,Spain,Greece,Israel,D,False,0.20320158,0.4299907,0.06120286,0.30560482
What famous radio personality was also the voice of Shaggy on the cartoon 'Scooby-Doo'?,Rush Limbaugh,Casey Kasem,Larry King,Howard Stern,B,True,0.2774264,0.51704377,0.10636518,0.09916463
Many scientists think that some of the dinosaurs did not go extinct but rather evolved into what kind of creature?,amphibians,reptiles,birds,mammals,C,False,0.19133024,0.36104378,0.22964709,0.217979
What are fans of the TV show 'Mystery Science Theater 3000' known as?,Mysterians,MiSTies,Bot Brigade,Gizmonics,B,True,0.23784587,0.43533963,0.121197425,0.20561713
What automobile company makes the Sonata?,Toyota,Honda,Subaru,Hyundai,D,False,0.21196851,0.46111786,0.07001414,0.25689954
Force equals mass times what?,Velocity,Distance,Acceleration,Weight,C,False,0.27976626,0.35082853,0.015016188,0.35438898
To create a tapestry one must traditionally engage in what activity?,Weaving,Sculpting,Baking,Singing,A,True,0.5656678,0.34512296,0.025791226,0.06341801
What element do organic compounds contain?,Carbon,Oxygen,Hydrogen,Nitrogen,A,True,0.64706016,0.3012733,0.04890603,0.0027605526
What is the technical term for someone who studies fish?,entomologist,ichthyologist,marinologist,herpetologist,B,True,0.30573145,0.5442233,0.062406786,0.08763848
A person uses a remote control to change the volume level on a television. The signal that travels from the remote to the television is most likely encoded in a,visible light pulse,radio wave signal,series of infrared pulses,series of intense infrared beams,C,False,0.30812347,0.36038813,0.15777138,0.1737171
When it comes to measuring horses how long is a 'hand'?,four inches,seven inches,ten inches,two feet,A,False,0.38859126,0.44810006,0.0578329,0.10547579
What is the (approximate) value of lemon juice on the pH scale?,14,2,7,0,B,True,0.27142778,0.32158604,0.1402263,0.26675984
Which of the following best describes the situation after the price is raised on a product that has an inelastic demand?,The quantity demanded will not change.,The quantity demanded will increase.,Total revenue will decrease.,Total revenue will not change.,A,False,0.31720486,0.35194784,0.14349806,0.18734926
Which of the following statements reflects the Confucian worldview that figured prominently in classical Chinese culture?,Having faith in God will be rewarded in the afterlife.,Life's ultimate goal is to escape the suffering inherent in the endless cycle of death and reincarnation.,A life of quiet contemplation and isolation from worldly temptations will result in self-perfection.,Observing rules of proper behavior toward others will ensure social and political harmony.,D,False,0.2760416,0.40422732,0.108764976,0.2109661
Which of these Democrats lost to Ronald Reagan in the 1984 presidential elections?,Michael Dukakis,Walter Mondale,Gary Hart,Jimmy Carter,B,True,0.28261948,0.42194757,0.12987155,0.16556135
Real gross domestic product (GDP) is defined as the ratio of nominal GDP to the,money supply,unemployment rate,government's budget deficit,GDP deflator,D,False,0.34312445,0.25695696,0.11536936,0.28454915
Which of these is another name for a golf course?,Pitch,Links,Steps,Suite,B,True,0.36036673,0.4148864,0.06809933,0.1566475
"When Corporation X pays out $300,000 in salaries, which of the following is the impact on assets and liabilities?","Salary expense is increased by $300,000; cash is increased by $300,000","Salary expense is increased by $300,000; cash is decreased by $300,000","Salary expense is decreased by $300,000; cash is increased by $300,000","Salary expense is decreased by $300,000; cash is decreased by $300,000",B,True,0.30188245,0.3059132,0.17749394,0.21471034
Who was not one of the Cartwright sons on the TV series 'Bonanza'?,Adam,Little Joe,Hoss,Ben,D,False,0.2825032,0.32685423,0.077261835,0.3133808
How long is a single term in the US Senate?,two years,four years,six years,eight years,C,False,0.39612076,0.504313,0.027335616,0.07223065
On what body part should you wear a babushka?,head,hands,foot,legs,A,True,0.36001447,0.2953236,0.14529705,0.19936493
A kindergarten teacher has students determine the following. • How many students are absent that day • If there are enough snack cups for each student to have one during snack time • How many balls are taken outside during recess and how many are brought back inside after recess. Which of the following concepts is most closely aligned with the determinations the teacher is having the students make?,Classifying,Counting,Patterning,Ordering,B,True,0.18578611,0.3734182,0.22830124,0.21249436
"Grammar may be taught in two main ways— by experience with discourse that entails the varieties of word forms and sentence construction, or by analyzing dummy sentences and diagramming parts. Plentiful discursive experience is what really teaches grammar, for it exercises judgment and provides language intake, whereas formal grammar study has been proved irrelevant. Politics more than pedagogy retards the changing of the curriculum to fit this truth. The author of the passage above argues that",using language in a wide variety of situations improves grammar,good judgment can be improved by studying the rules of formal grammar,analyzing and diagramming provide exercise in logical thinking,formal study of grammar improves writing ability,A,True,0.3048063,0.30055612,0.18713069,0.20750688
Who was the mother of the Greek god Zeus?,Gaia,Phoebe,Rhea,Hera,C,False,0.37802052,0.37135437,0.11937422,0.13125081
Which of these evangelists is a cousin of rocker Jerry Lee Lewis?,Billy Graham,Oral Roberts,Jerry Falwell,Jimmy Swaggart,D,False,0.31097078,0.36203033,0.15236603,0.17463288
Which of the following prescribes standards for wages and overtime pay that affect most private and public employment?,The Employee Retirement Income Security Act,The American Recovery and Reinvestment Act,The Fair Labor Standards Act,The Federal Employees' Compensation Act,C,False,0.15827954,0.2749019,0.2677692,0.29904932
What organelle is primarily responsible for photosynthesis?,Nucleus,Chloroplast,Mitochondria,Golgi Apparatus,B,True,0.07149351,0.83163327,0.045146413,0.051726863
In what city is TV's 'The Mary Tyler Moore Show' set?,Dallas,Chicago,New York,Minneapolis,D,False,0.21458966,0.6151314,0.037414413,0.13286464
What Greek poet wrote 'The Iliad' and 'The Odyssey'?,Sophocles,Plato,Homer,Socrates,C,False,0.38536495,0.47866228,0.096638,0.039334785
What is Delta Burke's character's job on the sitcom 'Designing Women'?,fashion designer,graphic designer,interior designer,website designer,C,False,0.4339602,0.3370229,0.09042778,0.1385891
Which of the following activities will best help a teacher collect data that will inform instruction to meet the individual needs of students?,Concentric circles,K-W-L chart,Book pass,Reciprocal teaching,B,False,0.22402255,0.26444736,0.15931152,0.35221854
On average what length of time passes between high tides?,3 hours 25 minutes,6 hours 25 minutes,12 hours 25 minutes,24 hours 25 minutes,C,False,0.33591726,0.38883117,0.11161724,0.16363434
An increase in the real interest rate in the United States relative to its trading partners will most likely result in which of the following?,An increase in United States imports,An increase in United States exports,A decrease in the demand for the United States dollar,A decrease in the United States trade deficit,A,True,0.30336732,0.28181317,0.21097776,0.20384179
The legal basis for the escalation of United States involvement in the Vietnam War was the,declaration of war by Congress,passage of the Gulf of Tonkin Resolution by Congress,United Nations resolution condemning the North Vietnamese invasion of South Vietnam,mutual defense provisions of the North Atlantic Treaty Organization (NATO),B,True,0.24385881,0.37409467,0.14808203,0.23396453
What professional sports team plays its home games in the Alamodome?,New York Jets,Detroit Tigers,Boston Bruins,San Antonio Spurs,D,True,0.07376628,0.2156979,0.10438908,0.6061467
What is the name of Howard Stern's female on-air sidekick?,Allison Norris,Jackie Reeses,Jackie Martling,Robin Quivers,D,False,0.24417344,0.43586445,0.07908771,0.2408744
In what decade did Israel become an independent state?,1920s,1940s,1950s,1960s,B,True,0.18771452,0.4294141,0.13086477,0.25200653
In cooking the term 'au gratin' is sometimes used to describe a dish with what topping?,cheese,fruit,gravy,whipped cream,A,True,0.39409918,0.29663518,0.07902546,0.23024021
Which of the following is the most effective way to evaluate the development of a student's drafting skills throughout the school year?,Baseline assessment,Portfolio assessment,Short-answer unit assessment,Teacher-created assessment,B,False,0.3012981,0.28864795,0.1549968,0.25505713
In the sci-fi movie 'Fantastic Voyage' where do the voyagers travel?,through outer space,through a human body,to the ocean floor,to the center of the earth,B,True,0.1921192,0.60888356,0.07664673,0.1223506
What would be the most likely thing one would do with the compound MgSO4 7H2O?,power a car,blow up a building,soak ones feet,fertilize a lawn,C,False,0.19540761,0.29890823,0.18383336,0.32185087
Who originally proposed the idea of daylight-saving time?,Benjamin Franklin,Henry David Thoreau,Galileo,Albert Einstein,A,False,0.39656729,0.40624192,0.06949357,0.12769713
If you ask for 'gai' at a Thai restaurant what will you get?,shrimp,chicken,beef,pork,B,True,0.36041766,0.40614775,0.04362375,0.18981087
On a set of jumper cables what color designates the negative connector?,black,red,orange,blue,A,False,0.31029946,0.5702362,0.0214087,0.098055676
Which of these is a commonly-known investment account?,CNN,EMC,IRA,IRS,C,False,0.21302423,0.3114792,0.20123196,0.2742646
If you are 'riding fakie' inside a 'half pipe' what are you probably doing?,skiing,biking,snowboarding,surfing,C,False,0.23350926,0.5229035,0.08138976,0.16219756
Which of these people was not alive in the 20th century?,Mark Twain,Thomas Edison,Sigmund Freud,Ulysses S Grant,D,False,0.3078411,0.33136126,0.10284103,0.25795662
What color is cartoon character Marge Simpson's hair?,yellow,purple,blue,brown,C,False,0.5007612,0.40721148,0.054610446,0.037416875
Which of these is not a fabric?,Velveteen,Celotex,Seersucker,Tencel,B,True,0.29178002,0.39726952,0.072036274,0.23891415
How is 4:00 pm expressed in military time?,1600,4,400,4:00,A,True,0.32849404,0.31788552,0.06595066,0.28766972
Which of the following is most likely to cause a rise in the average temperature of Earth's atmosphere in the future?,Atomic warfare,CO2 from fossil fuels,Dust clouds from volcanoes,Depletion of Earth's ozone layer,B,True,0.19059467,0.45021284,0.10671487,0.25247765
Which of the following activities is likely to have the greatest impact on biodiversity?,Copper mining in Chile,Soil erosion on the slopes of the Rocky Mountains,Large-scale deforestation of the Amazon or Congo basin tropical forests,Increased use of ethanol fuels in the United States,C,True,0.20750123,0.2563594,0.28225577,0.25388354
Whom did Billie Jean King defeat in the famous 'Battle of the Sexes' tennis match?,Jimmy Connors,Pete Sampras,John McEnroe,Bobby Riggs,D,False,0.28532362,0.47757202,0.09999767,0.13710672
Which of the following structures is most susceptible to damage by acid precipitation?,A monument made of granite,A roof made of slate,A tombstone made of marble,A statue made of gabbro,C,False,0.44151694,0.27460727,0.09894793,0.18492785
Who is an archenemy of the cartoon superhero Underdog?,OverCat,Muttley,Mr Whoopie,Dick Dastardly,A,False,0.28271085,0.3940083,0.069097966,0.25418282
Mohair is made from the fleece of what animal?,camel,llama,goat,mole,C,False,0.2808308,0.45275474,0.16816096,0.09825351
"The Burgess Shale is a rock formation in Canada that has a large number of fossils from the Cambrian period preserved in exquisite detail. Many primitive members of modern phyla, including arthropods, mollusks, and chordates, can be found among the fossils exposed in this region. Based on these fossils, it can be concluded that most of the modern groups of animal life first appeared roughly",3 billion years ago,540 million years ago,65 million years ago,"200,000 years ago",B,True,0.28849375,0.36145562,0.17066433,0.17938629
The Strauss family of composers popularized what dance?,waltz,tango,fox-trot,square dance,A,True,0.4463327,0.36898184,0.044133708,0.14055175
What was Ludwig Van Beethoven's final symphony?,Ninth,Tenth,Eleventh,Twelfth,A,False,0.40625328,0.4145884,0.11361206,0.06554638
A portrait that comically exaggerates a person's physical traits is called a what?,Landscape,Caricature,Still life,Impressionism,B,True,0.3194389,0.5913843,0.05513167,0.03404522
The government establishes a price floor in a market for a good in order to,eliminate a surplus in the market,eliminate a shortage in the market,help buyers of the good,help sellers of the good,D,False,0.34983978,0.3150007,0.14702134,0.1881382
A student is standing in front of the class delivering a presentation. Some students in the back of the room note that they are having trouble hearing what the presenter is saying. Which of the following suggestions to the presenter would best address this problem?,Engage your audience by making eye contact with people in the back of the room,Entertain your audience with exaggerated body language,Emphasize your main points by reading them directly from a paper,Project your voice by relaxing the rib cage and maintaining good posture,D,True,0.16875318,0.22450642,0.19634756,0.41039282
"A passage from Zora Neale Hurston's Their Eyes Were Watching God is as follows. The people all saw her come because it was sundown. The sun was gone, but he had left his footprints in the sky. It was the time for sitting on porches beside the road. It was the time to hear things and talk. These sitters had been tongueless, earless, eyeless conveniences all day long. Mules and other brutes had occupied their skins. But now, the sun and the bossman were gone, so the skins felt powerful and human. They became lords of sounds and lesser things. They passed nations through their mouths. They sat in judgment. The description of the sun in the second sentence contains which of the following literary devices?",Foreshadowing,Irony,Flashback,Personification,D,False,0.1988491,0.31800067,0.23009819,0.25305203
Which of these is not one of the 3 methods of heat transfer?,Conduction,Radiation,Convection,Induction,D,False,0.27075115,0.3945956,0.07940273,0.25525063
Which of these is not an ingredient in Yorkshire pudding?,eggs,milk,chocolate,meat drippings,C,False,0.31111547,0.30945247,0.08398143,0.29545063
"Anna feels that she is confusing ""who"" and ""whom"" in her narrative. She wants to correct her error. Which of the following reference materials will best help Anna accomplish such a task?",A dictionary,A thesaurus,A glossary,A grammar guide,D,False,0.3852014,0.22938074,0.14634211,0.23907572
Where was the chicken First domesticated?,France,India,Peru,Zaire,B,True,0.3209377,0.35167727,0.118109845,0.20927517
Which of the following is not in Nevada?,Liberace Museum,Pikes Peak,Lake Mead,Hoover Dam,B,True,0.28640792,0.37948456,0.09831292,0.23579456
What famous folksinger founded the Institute for the Study of Non-Violence in 1965?,Bob Dylan,Woody Guthrie,Joan Baez,Peter Yarrow,C,False,0.3023711,0.47775242,0.073003046,0.14687341
Phoebe Dione and Helene are moons of what planet?,Jupiter,Saturn,Neptune,Pluto,B,True,0.27523184,0.38851243,0.13938975,0.19686598
Which of these companies is not an online stock brokerage?,E*Trade,EDigital,Datek Online,DLJ Direct,B,True,0.25382352,0.37943873,0.11337518,0.2533626
Which of these is not the name of one of rock musician Frank Zappa's children?,Dweezil,Ahmet,Moon Unit,Lumpy Gravy,D,False,0.18372273,0.3640657,0.09132204,0.36088955
How much does Peanuts character Lucy charge for her psychiatric advice?,5 cents,10 cents,75 cents,$125,A,False,0.29514503,0.37883133,0.10034279,0.22568087
Which of the following is the most reasonable action to take for an artist whose work requires the use of a specific hazardous product?,Finding a nontoxic product to use and adapting the art-making process as necessary,Reading the product's label and proceeding according to the label directions,Making sure no children are present when using the product,Checking with a qualified toxicologist before using the material,B,False,0.4274485,0.2415736,0.12658486,0.20439301
What children's storybook character believes that the sky is falling?,Chicken Little,Curious George,Jack Sprat,Tom Thumb,A,True,0.5759416,0.28553683,0.087500215,0.051021293
Pop icon Tiny Tim was famous for playing what musical instrument?,ukulele,kazoo,accordion,fiddle,A,True,0.5057719,0.28827083,0.06596581,0.1399915
Which of the following is the highest level taxonomic rank?,Domain,Class,Phylum,Kingdom,A,True,0.43003336,0.24049823,0.18953444,0.13993397
When daylight-saving time arrives in the spring how do most Americans turn their clocks?,one hour forward,one hour backward,two hours forward,two hours backward,A,True,0.6303013,0.28428173,0.029117081,0.056299943
Which of these fashion designers was born in the United States?,Laura Ashley,Helmut Lang,Donna Karan,Christian Dior,C,False,0.21389125,0.3468098,0.16389698,0.2754019
Who was on the $500 bill?,Calvin Coolidge,Andrew Jackson,Aaron Burr,William McKinley,D,False,0.41092846,0.41880557,0.06667759,0.10358832
For a man and woman on a date 'dutch treat' means what?,The man pays,The woman pays,The Dutch pay,Each pays their own way,D,False,0.35414886,0.4309184,0.088672,0.12626074
What city's residents are known as 'Knickerbockers'?,Boston,Philadelphia,New York City,London,C,False,0.4458536,0.32929716,0.12606306,0.098786235
Which of these college football programs has produced the most Heisman Trophy winners?,Notre Dame,USC,Oklahoma,Michigan,A,False,0.27004474,0.3641898,0.13374458,0.23202093
What does a pH level measure?,acidity,density,wavelength,humidity,A,True,0.6503756,0.2666434,0.010100447,0.0728804
If a hertz is equal to one cylce per second how many cycles per second does a megahertz equal?,-328716,1000,1000000,1000000000,C,False,0.15592107,0.35424697,0.14709976,0.34273225
"Every day was a happy day, and every night was peaceful. The sentence above can best be classified as",simple,compound,complex,compound-complex,B,True,0.2875788,0.28766492,0.20802924,0.21672711
Which of these holidays is not attached to a specific date?,Independence Day,New Year's Day,Thanksgiving,Christmas,C,False,0.27853933,0.40189308,0.10595113,0.21361649
Where is the Louvre museum?,Paris,Lyon,Geneva,Vichy,A,True,0.7038107,0.23582755,0.020072944,0.040288817
Which of the following guidance systems is principally a materials-handling device?,Escalator,Conveyor,Highway,Railroad,B,True,0.23509754,0.36789596,0.16395058,0.23305586
"A preschool teacher is teaching students about a color wheel, which is an organization of hues around a circle. Red, yellow, and blue are examples of which of the following kinds of colors on the color wheel?",Complementary,Primary,Secondary,Tertiary,B,False,0.3437225,0.3237404,0.1469956,0.18554148
A second-grade teacher has each student select a card at random that is marked with a three-digit number. Students then model their numbers with base ten blocks on a place value mat. Which of the following whole number concepts does the lesson best reinforce?,Comparing quantities,Describing quantities,Ordering quantities,Decomposing quantities,D,False,0.25463063,0.31346276,0.19704647,0.23486009
Which brand of cat food claims it's so tasty that 'cats ask for it by name'?,Fancy Feast,Cat Chow,Meow Mix,9-Lives,C,False,0.33036476,0.33872464,0.12342382,0.20748678
In the phrase 'Y2K' what does 'K' stand for?,millennium,computer code,catastrophe,thousand,D,False,0.30421987,0.4694393,0.08726958,0.13907123
What is the approximate speed of light?,165 miles per hour,122000 miles per hour,186000 miles per second,293000 miles per second,C,False,0.13955735,0.45205027,0.12062557,0.2877668
Which of these people was buried in the Valley of the Kings?,Louis XIV,Elvis Presley,Julius Caesar,King Tut,D,False,0.1936177,0.40855244,0.14839041,0.24943937
After Prince Charles who is next in line to be the king of England?,Prince William,Prince Andrew,Prince Edward,Fresh Prince,A,True,0.3839758,0.3747528,0.10223425,0.13903712
The disco band ABBA comes from what country?,Norway,Sweden,Switzerland,The Netherlands,B,True,0.36292627,0.5197261,0.0015496729,0.11579793
When it's noon in New York during daylight-saving time what time is it in Honolulu?,6:00 AM,6:30 AM,7:00 AM,8:00 AM,A,False,0.32377824,0.33368546,0.13361128,0.20892498
"The total retail market value of all the goods and services produced in a nation, usually stated in annual terms, is the",ratio of profit to sales,current ratio,gross domestic product,trade surplus,C,True,0.24866143,0.19562495,0.2811154,0.27459815
What is the world’s most venomous fish?,Scorpion fish,Lion fish,Stonefish,Toadfish,C,False,0.3295328,0.3443391,0.17684165,0.14928643
What force causes an ice cream cone to fly off of a spinning merry-go-round?,centrifugal,Vehicular,Gravitational,Torsal,A,False,0.27914512,0.35934535,0.12487572,0.23663373
Which of these words is spelled correctly?,decieve,foriegn,hygiene,wierd,C,False,0.28765094,0.30052096,0.109894924,0.3019332
The term 'chili con carne' refers to chili with what?,beans,meat,cheese,chili peppers,B,True,0.29647318,0.52641994,0.048849475,0.12825744
At what age can someone first attend an R-rated movie without an accompanying adult?,15,17,18,21,B,True,0.2966302,0.3831358,0.10682934,0.21340464
On TV's 'Seinfeld' what type of doctor did Mr Costanza go to when he sat on 'fusilli Jerry'?,ophthalmologist,cardiologist,neurologist,proctologist,D,False,0.359,0.32863736,0.120411515,0.19195116
In the comic strip 'Peanuts' what is Schroeder known for doing?,Dancing,playing football,playing the piano,Flying an imaginary plane,C,False,0.19221675,0.49467355,0.13709943,0.17601027
How is the Arabic numeral for '2' written?,2,II,I,ii,A,False,0.38627434,0.39487383,0.05262921,0.16622265
What country gave us the fashionable headgear called the beret?,Switzerland,China,Mexico,France,D,True,0.23058382,0.18353473,0.027265541,0.55861586
How many spikes are on the Statue of Liberty's crown?,five,seven,nine,thirteen,B,False,0.44306102,0.35752767,0.04711224,0.15229905
In a game with no wild cards what is the highest possible poker hand?,straight flush,royal flush,full house,four of a kind,B,False,0.3655013,0.26120204,0.12233004,0.25096664
Moderate and frequent irrigation is normally most appropriate for a corn crop growing in a,dispersed alluvial fan soil,"heavy-textured soil, such as silty clay","light-textured soil, such as loamy sand",region of low humidity,C,False,0.27558306,0.23906474,0.21886323,0.26648903
What is the capital of North Dakota?,Bismarck,Fargo,Sioux Falls,Pierre,A,False,0.3016211,0.5465602,0.036589604,0.11522905
A fiscal policy to combat a recession would call for,an increase in taxes,an increase in government spending,a decrease in the reserve requirement,a decrease in the discount rate,B,True,0.3068299,0.34515584,0.14062601,0.20738828
An electric fence installed to keep both mature cattle and sheep in a field should have a wire placed at which of the following heights? I. 6 inches II. 18 inches III. 40 inches IV. 60 inches,I only,II only,II and III only,III and IV only,C,False,0.18787839,0.30095005,0.27724025,0.23393129
How much chicken excrement is produced in the United States every year?,4*10^10 kg,4*10^12 kg,4*10^14 kg,4*10^16 kg,A,False,0.2683431,0.3561314,0.16958536,0.20594014
According to the American Kennel Club what is the most popular breed Of dog in the US as of 1999?,Poodle,Beagle,German shepherd,Labrador retriever,D,False,0.32003185,0.37150908,0.12662861,0.18183047
What singer appeared in the 1992 baseball film 'A League of Their Own'?,Brandy,Madonna,Garth Brooks,Whitney Houston,B,True,0.33476713,0.40663195,0.08070289,0.17789796
How is the word 'ambulance' normally written on the front of American ambulances?,in French,in reverse,in braille,in gibberish,B,True,0.2375923,0.36694232,0.12618408,0.26928127
What is the colored part of the eye called?,iris,pupil,retina,cochlea,A,True,0.76658285,0.1973639,0.014391767,0.021661542
If you work as a 'dolly grip' what business are you in?,sheep farming,film production,construction,moving,B,True,0.15117203,0.6113593,0.064182155,0.17328654
Who was the longest reigning monarch in French history?,Louis XIII,Louis XIV,Louis XV,Louis XVI,B,True,0.40190232,0.4463612,0.086071655,0.065664835
The principles of xeriscaping are best exemplified by a homeowner who,installs an in-ground sprinkler system that operates on a timer,lowers the cutting height on the lawn mower to reduce the surface area in contact with the cutting blade,increases the use of fertilizer on the turfgrass to promote growth,replaces nonnative ornamentals with native shrubs that do not require irrigation,D,True,0.24698904,0.30345076,0.12691107,0.32264912
What was the revenue for flat screen televisions sold in Australia in the past 12 months (as of 2013)?,$120 million annual Revenue,$1.2 billion annual Revenue,$12 billion annual Revenue,$120 billion annual Revenue,B,False,0.32663676,0.3116136,0.13326423,0.22848548
What native empire controlled Large areas of South African Territory during the 19th century?,Hutu,Zulu,Aztec,Masai,B,True,0.19544992,0.6044928,0.060631923,0.13942543
How many keys are on a Standard piano?,20,54,88,100,C,False,0.32624415,0.3898544,0.09628981,0.1876116
The most important consideration in designing successful messages to be transmitted through graphic communications is knowledge and understanding of,current technologies,the capabilities of the designer,the limitations of the printer,the nature of the audience,D,True,0.28183842,0.25883675,0.17233795,0.28698692
