0,1,2,3,4,5,/shf-v4-llama-10000-kl-0.35_correct,/shf-v4-llama-10000-kl-0.35_choiceA_probs,/shf-v4-llama-10000-kl-0.35_choiceB_probs,/shf-v4-llama-10000-kl-0.35_choiceC_probs,/shf-v4-llama-10000-kl-0.35_choiceD_probs
"When red and blue light are overlapped, the color produced is",magenta,yellow,cyan,white,A,False,0.27428442,0.2963884,0.27324688,0.15608028
"When 100 J are put into a device that puts out 40 J of useful work, the efficiency of the device is",40%,50%,60%,140%,A,False,0.21638536,0.3211465,0.25652912,0.2059391
Shock waves are produced by waves of sound,overlapping one another,constructively interfering,moving slower than the source producing them,All of these,D,True,0.24810557,0.25138474,0.21984668,0.28066307
A rock suspended by a weighing scale weighs 5 N out of water and 3 N when submerged in water. What is the buoyant force on the rock?,3 N,5 N,8 N,None of these,D,False,0.22805081,0.34957737,0.23444863,0.18792324
The work done on a 100-kg crate that is hoisted 2 m in a time of 4 s is,200 J,500 J,800 J,2000 J,D,False,0.24582411,0.32487613,0.24095315,0.18834656
A capacitor loses half its remaining charge every second. If after five seconds its charge is q what was its initial charge?,4q.,8q.,16q.,32q.,D,False,0.25265697,0.31481773,0.24999125,0.18253402
The mass of an atom comes mostly from its _ ; and its volume from its _.,nucleons; nucleons.,electrons; electrons.,electrons; nucleons.,nucleons; electrons.,D,False,0.17084417,0.31939876,0.35488057,0.15487653
The definition of magnetic inclination is the angle between,magnetic north and geographic north,magnetic north and geographic south,the earth’s magnetic field at any point and the vertical,the earth’s magnetic field at any point and the horizontal,D,False,0.14947481,0.29421732,0.30075476,0.2555532
The pitch of a sound is mostly related to its,intensity,frequency,amplitude,speed,B,True,0.2607373,0.40273246,0.1788209,0.15770929
"As more lamps are connected to a series circuit, the current in the power source",increases,decreases,remains the same,None of these,B,False,0.312704,0.30600837,0.23832865,0.14295894
"When an element ejects an alpha particle, the mass number of the resulting element",reduces by 2,reduces by 4,increases by 2,increases by 4,B,False,0.1959281,0.29619747,0.29910704,0.20876735
An electron can be speeded up by,an electric field,a magnetic field,Both of these,Neither of these,A,False,0.30075622,0.3127221,0.2577996,0.1287221
"A certain element emits 1 alpha particle, and its products then emit 2 beta particles in succession. The atomic number of the resulting element is changed by",zero,minus 1,minus 2,plus 1,A,False,0.24900621,0.24806856,0.27969408,0.22323115
"When an object is set vibrating by a wave that has a matching frequency, what occurs is",forced vibration,resonance,refraction,amplitude reduction,B,True,0.2564353,0.38775524,0.21848935,0.13732016
The red glow in the neon tube of an advertising sign is a result of,fluorescence,incandescence,de-excitation,polarization,C,False,0.27534735,0.34103608,0.19905059,0.18456598
"At very high speeds, an object appears to an observer at rest to be",shorter in the direction of travel.,shrunken in all directions.,shorter in the direction perpendicular to travel.,longer in all directions.,A,False,0.26792073,0.33316702,0.25033668,0.14857553
"When a wave moves from shallow water to deep water, the","frequency decreases, the wavelength increases, and the speed increases","frequency does not change, the wavelength increases, and the speed increases","frequency does not change, the wavelength decreases, and the speed decreases","frequency does not change, the wavelength increases, and the speed decreases",B,True,0.21967348,0.31429705,0.27981043,0.1862191
When you drop a ball from rest it accelerates downward at 9.8 m/s^2. If you instead throw it downward assuming no air resistance its acceleration immediately after leaving your hand is,9.8 m/s2,more than 9.8 m/s2,less than 9.8 m/s2,Cannot say unless the speed of throw is given.,A,False,0.24125412,0.29236773,0.29084653,0.17553167
Carbon-14 is primarily produced by cosmic radiation in the,atmosphere,food we eat,Earth’s interior,fallout of nuclear bomb tests,A,False,0.22902983,0.30556467,0.25531322,0.21009225
Chain reactions in a fission reactor are caused by,kinetic energy,energy conversion,mass conversion,ejected neutrons,D,True,0.19913587,0.26947296,0.25406548,0.27732572
Satellites in circular Earth orbit maintain a constant speed because gravitational force on them is,zero,practically zero,appreciably weaker than at Earth’s surface,without a component of force along their circular path,D,False,0.23854502,0.24936347,0.2876497,0.2244418
The complementary color of blue is,magenta,yellow,cyan,white,B,True,0.23173346,0.3477358,0.25863126,0.16189949
"The difference between dc and ac in electric circuits is that in dc, charges flow",steadily in one direction,in one direction,to and fro,All of these,B,False,0.29441708,0.24441017,0.2471356,0.21403718
To receive an electric shock there must be a,current in one direction.,presence of moisture.,high voltage and low body resistance.,voltage difference across part or all of your body.,D,False,0.16952841,0.26882616,0.3328036,0.22884187
A karate chop delivers a force of 3000 N to a board that breaks. The force that the board exerts on the hand during this event is,less than 3000 N,3000 N,greater than 3000 N,Need more information,B,True,0.23750627,0.31422308,0.26067057,0.18760005
Find the speed of a wave by multiplying its frequency by its,period,wavelength,amplitude,None of these,B,True,0.2719849,0.36605152,0.20900235,0.15296131
The magnitude of the gravitational force on a satellite is constant if the orbit is,parabolic,circular,elliptical,All of these,B,True,0.2517414,0.26819927,0.237883,0.24217632
The impulse–momentum relationship is a direct result of Newton’s,first law,second law,third law,law of gravity,B,False,0.28741336,0.27843457,0.2614409,0.17271125
A common nuclear fission reactor,heats water,generates electricity directly,gets energy from nothing,is a major polluter of the atmosphere,A,False,0.21486695,0.27403754,0.21755944,0.29353598
The process of boiling water tends to,warm the water,cool the water,Both,Neither,B,True,0.3159363,0.33382764,0.22881733,0.121418774
"When you scale up an object to 3 times its linear size, the surface area increases by",3 and the volume by 9.,3 and the volume by 27.,9 and the volume by 27.,4 and the volume by 8.,C,False,0.21399187,0.31415346,0.28946528,0.18238944
"If you change the magnetic field in a closed loop of wire, what is created in the loop is a(n)",current,voltage,electric field,All of these,D,False,0.31174514,0.24982768,0.27439982,0.16402736
Clocks on a fast-moving spaceship whizzing past Earth appear to run slow when viewed from,inside the spaceship.,Earth.,Both of these.,Neither of these.,B,False,0.3134377,0.2940574,0.22358295,0.16892192
The model of light most supported by the photoelectric effect is the,wave model,particle model,Both of these,Neither of these,B,False,0.36977756,0.34771195,0.19956794,0.08294244
"Compared with a fundamental tone, the frequency of its second harmonic is",half as much,twice as much,the same,four times as much,B,False,0.3101934,0.28223667,0.24864294,0.15892704
A string is plucked producing four loops (antinodes). The length of the string is 12.00 m. The wavelength of the wave must be,48.0 m,24.0 m,6.00 m,3.00 m,C,True,0.19685198,0.2718317,0.34708768,0.18422861
"During the time an aircraft produces a sonic boom, the aircraft is",breaking the sound barrier,pulling out of a subsonic dive,flying faster than sound,All of these,C,False,0.31339476,0.25389794,0.20577054,0.2269368
The principal source of Earth’s internal energy is,tidal friction,gravitational pressure,radioactivity,geothermal heat,C,False,0.19595653,0.34069568,0.28592706,0.17742072
"When you brush your hair and scrape electrons from your hair, the charge of your hair becomes",positive,negative,Both of these,Neither of these,A,True,0.33073735,0.2838264,0.26734522,0.118090995
Astrophysicists are able to identify the elements in the outer layers of a star by studying its,Doppler effect.,molecular structure.,temperature.,spectrum.,D,True,0.21261549,0.24005522,0.27060756,0.2767217
Relativistic equations for time dilation length contraction and relativistic momentum and energy hold true,at speeds near that of light.,at everyday low speeds.,at all speeds.,only approximately.,C,True,0.2730639,0.2567146,0.27389956,0.19632189
"In his special theory of relativity, Einstein stated that the laws of physics are",different in different situations.,common sense applied to microscopic and macroscopic things.,the same in all frames of reference.,the same in all uniformly moving frames of reference.,D,False,0.10783742,0.2417528,0.44219452,0.20821522
"When an element ejects a beta particle, the atomic number of that element",reduces by 1,increases by 1,reduces by 2,increases by 2,B,True,0.24441126,0.3648016,0.23172814,0.15905905
The amount of heat transferred to a system can be measured in,calories,joules,Either,Neither,C,False,0.27960932,0.30873874,0.24032676,0.17132518
"Compared with the sound you hear from the siren of a stationary fire engine, its sound when it approaches you has an increased",speed,frequency,Both of these,Neither of these,B,True,0.27912748,0.30126873,0.28403082,0.135573
Light reflecting from a smooth surface undergoes a change in,frequency.,wavelength.,All of these.,None of these.,D,False,0.28338337,0.319212,0.2567995,0.14060505
What Einstein discovered about space and time is that they,are separate entities.,are parts of one whole.,follow an inverse-square law.,are special to space travelers.,B,True,0.22104923,0.41059926,0.20940779,0.15894362
All parts of a laser beam have the same,frequency,phase,speed,All of these,D,False,0.30959228,0.18772635,0.23224923,0.2704322
The rotational inertia of an object is greater when most of the mass is located,near the rotational axis,away from the axis,on the rotational axis,off center,B,False,0.30011427,0.279717,0.25796324,0.1622055
"When small pieces of material are assembled into a larger piece, the combined surface area",greatly increases,slightly increases,decreases,is unchanged,C,False,0.31850374,0.27293727,0.23100749,0.17755151
A rainbow is the result of light in raindrops that undergoes,internal reflection,dispersion,refraction,All of these,D,False,0.2483156,0.24535055,0.32138595,0.18494792
"In the atomic nucleus, electrical forces tend to",hold particles together,push particles apart,produce orbital motion,charge particles,B,True,0.3067788,0.3125551,0.24814484,0.13252123
The fact that the acceleration of free fall is the same for all masses is explained by Newton’s,first law,second law,third law,law of action–reaction,B,True,0.27228728,0.30442482,0.2648584,0.15842952
"Compared with radiation from the Sun, terrestrial radiation has a lower",wavelength,frequency,Both,Neither,B,False,0.32220197,0.2730167,0.24888484,0.15589646
"When we speak of time dilation, we mean that time",compresses with speed.,stretches with speed.,is a constant at all speeds.,is related to space.,B,True,0.21606356,0.32588708,0.27307108,0.18497823
The magnetic field lines about a current-carrying wire form,circles,radial lines,eddy currents,energy loops,A,False,0.20300436,0.29609215,0.28326693,0.21763656
An inflated balloon with a heavy rock tied to it is dropped into a deep lake. As the balloon sinks deeper and deeper the buoyant force acting on it,increases.,decreases.,remains largely unchanged.,Need more information.,B,False,0.32960725,0.2661828,0.28068644,0.12352353
"A radioactive sample has a half-life of 1 hour. If we start with 1.000 gram of it at noon, how much remains at 3:00 pm?",0.50 g,0.25 g,0.125 g,0.0625 g,C,True,0.20945628,0.27940544,0.29509744,0.21604083
Boiling and freezing occur when water is subjected to,decreased temperatures,decreased atmospheric pressure,increased temperatures,increased atmospheric pressure,B,True,0.26457104,0.29605865,0.26747894,0.17189127
"When you bend the branch of a tree by hanging on its end, the top side of the branch is under",tension.,compression.,Both.,Neither.,A,True,0.36586973,0.27846697,0.23836085,0.11730245
A simple and correct way to comprehend satellites orbiting Earth is to view them as,balanced between gravitational and centripetal forces.,beyond the main pull of Earth gravity.,in mechanical equilibrium with a net force of zero.,having sufficient tangential velocities to fall around rather than into Earth.,D,False,0.2847182,0.30631566,0.252658,0.15630816
